4.663689999999999780e-01	3.834274000000000182e+00
5.506590000000000096e-01	3.811154999999999848e+00
2.782129999999999881e-01	3.598316000000000070e+00
9.187689999999999468e-01	4.692514000000000074e+00
8.865549999999999820e-01	4.604859000000000258e+00
5.694879999999999942e-01	3.864911999999999903e+00
6.637899999999999356e-02	3.184235999999999844e+00
3.357510000000000217e-01	3.500795999999999797e+00
4.268629999999999924e-01	3.743364999999999831e+00
3.957459999999999867e-01	3.622904999999999820e+00
6.942209999999999770e-01	4.310795999999999850e+00
2.727600000000000025e-01	3.583356999999999903e+00
5.034950000000000259e-01	3.901851999999999876e+00
6.711899999999999811e-02	3.233521000000000090e+00
3.832599999999999896e-02	3.105265999999999860e+00
5.991220000000000434e-01	3.865543999999999869e+00
9.470539999999999514e-01	4.628625000000000433e+00
6.712789999999999591e-01	4.231213000000000335e+00
4.348110000000000031e-01	3.791148999999999880e+00
5.093809999999999727e-01	3.968271000000000104e+00
7.494420000000000526e-01	4.253910000000000302e+00
5.801400000000000307e-02	3.194710000000000161e+00
4.829780000000000184e-01	3.996503000000000139e+00
4.667760000000000242e-01	3.904358000000000217e+00
3.577670000000000017e-01	3.503976000000000202e+00
9.491230000000000500e-01	4.557545000000000179e+00
4.173200000000000243e-01	3.699876000000000165e+00
9.204609999999999737e-01	4.613614000000000104e+00
1.564329999999999887e-01	3.140401000000000220e+00
6.566619999999999679e-01	4.206717000000000262e+00
6.164180000000000215e-01	3.969523999999999830e+00
8.534279999999999644e-01	4.476096000000000075e+00
1.332949999999999968e-01	3.136528000000000205e+00
6.930070000000000396e-01	4.279071000000000069e+00
1.784489999999999965e-01	3.200603000000000087e+00
1.995260000000000089e-01	3.299011999999999833e+00
7.322399999999999742e-02	3.209872999999999976e+00
2.865150000000000197e-01	3.632941999999999894e+00
1.820259999999999934e-01	3.248361000000000054e+00
6.215230000000000476e-01	3.995782999999999863e+00
3.445840000000000014e-01	3.563261999999999929e+00
3.985560000000000214e-01	3.649712000000000067e+00
4.803689999999999904e-01	3.951845000000000052e+00
1.533499999999999863e-01	3.145030999999999910e+00
1.718459999999999988e-01	3.181576999999999877e+00
8.670820000000000194e-01	4.637087000000000181e+00
2.238549999999999984e-01	3.404964000000000102e+00
5.283010000000000206e-01	3.873187999999999853e+00
8.901919999999999833e-01	4.633647999999999989e+00
1.063520000000000021e-01	3.154767999999999795e+00
9.178859999999999797e-01	4.623637000000000441e+00
1.485500000000000015e-02	3.078132000000000090e+00
5.676820000000000199e-01	3.913596000000000075e+00
6.885399999999999854e-02	3.221817000000000153e+00
6.035350000000000437e-01	3.938070999999999877e+00
5.320500000000000229e-01	3.880822000000000216e+00
6.513619999999999965e-01	4.176435999999999815e+00
9.012250000000000538e-01	4.648160999999999987e+00
2.043369999999999909e-01	3.332311999999999941e+00
6.960809999999999498e-01	4.240613999999999884e+00
9.639240000000000030e-01	4.532224000000000252e+00
9.813899999999999846e-01	4.557104999999999961e+00
9.879109999999999836e-01	4.610071999999999726e+00
9.909470000000000223e-01	4.636568999999999718e+00
7.360210000000000363e-01	4.229813000000000045e+00
2.535740000000000216e-01	3.500859999999999861e+00
6.747220000000000439e-01	4.245514000000000010e+00
9.393679999999999808e-01	4.605182000000000109e+00
2.354189999999999894e-01	3.454340000000000188e+00
1.105209999999999942e-01	3.180775000000000130e+00
2.180229999999999946e-01	3.380819999999999936e+00
8.697780000000000511e-01	4.565019999999999634e+00
1.968300000000000050e-01	3.279973000000000027e+00
9.581779999999999742e-01	4.554241000000000206e+00
9.726730000000000098e-01	4.633519999999999861e+00
7.457970000000000432e-01	4.281037000000000425e+00
4.456740000000000146e-01	3.844425999999999899e+00
4.705570000000000030e-01	3.891601000000000088e+00
5.492359999999999465e-01	3.849727999999999817e+00
3.356910000000000172e-01	3.492214999999999847e+00
8.847390000000000532e-01	4.592374000000000400e+00
9.189159999999999551e-01	4.632024999999999615e+00
4.418150000000000133e-01	3.756749999999999812e+00
1.165979999999999933e-01	3.133554999999999868e+00
3.592739999999999823e-01	3.567918999999999841e+00
8.148109999999999520e-01	4.363381999999999650e+00
3.871249999999999969e-01	3.560165000000000024e+00
9.822429999999999772e-01	4.564305000000000057e+00
7.808800000000000185e-01	4.215055000000000440e+00
6.525649999999999507e-01	4.174998999999999683e+00
8.700299999999999701e-01	4.586640000000000050e+00
6.047550000000000425e-01	3.960008000000000195e+00
2.552119999999999944e-01	3.529962999999999962e+00
7.305460000000000287e-01	4.213411999999999935e+00
4.938290000000000179e-01	3.908685000000000187e+00
2.570169999999999955e-01	3.585821000000000147e+00
8.337350000000000039e-01	4.374393999999999672e+00
7.009500000000000453e-02	3.213817000000000146e+00
5.270700000000000385e-01	3.952681000000000111e+00
1.161630000000000024e-01	3.129283000000000037e+00
